seq,contents,reply_contents
11246,"후원은
어떤 방법으로 진행되는지요?","<p>안녕하세요, GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p><br></p><p>따뜻한 말씀에 감사드립니다.</p><p>GOODTV와 바이블 애플은 많은 성도님과 사역자분들의 도움으로 운영되고 있습니다.</p><p><br></p><p>후원을 원하시는 경우, 아래 후원 페이지 혹은 ARS로 신청이 가능합니다.</p><p><br></p><p>https://secure.donus.org/goodtv/pay/step1?theme=%EC%84%B1%EA%B2%BD&amp;motivecode=I2200&amp;channelcode=R221</p><p>(GOODTV 선교 헌금하기)</p><p><br></p><p>혹시 위 페이지에서 후원 신청이 안되신다면<strong> 1522-5221</strong>로 전화주세요. (카드, 기타 후원 문의)</p><p>친절하게 안내드리도록 하겠습니다.</p><p><br></p><p>앞으로도 바이블 애플과 GOODTV의 사역에 많은 관심 부탁드리며,</p><p>더운 여름 강건하시기를 소망합니다.</p><p>항상 주님 안에서 평안하세요, 감사합니다.</p>"
11245,"데살로니가전서 5장 16절 녹음이 잘못 되어 있어요. 기뻐하라인데, 기뻐하고 라고 녹음되어 있습니다. 수정 부탁해요.","<p>안녕하세요, GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다. </p><p><br></p><p>말씀해주신 데살로니가전서 5장 16절 ""기뻐하고""  음원 오류를 확인하였습니다.</p><p>음원 오류는 부분 수정이 아닌 전체 재녹음 후 수정 적용이 필요한 부분이라</p><p>실제 반영되는데 다소 시간이 소요되는 점 양해부탁드립니다.</p><p><br></p><p>세심한 제보에 다시한번 감사드립니다. </p><p><br></p><p>오늘도 주님 안에서 평안한 하루 되세요, 감사합니다.</p>"
11244,고린도후서 3장은 13절 까지 인데 14절 까지로 나와 있습니다.,"<p>안녕하세요, GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p><br></p><p>저희 바이블 애플은 저작권 계약을 통해 각 번역본을 제공받아 탑재하고 있습니다.</p><p>NIV 성경은 바이블리카 (BIblica) 로부터 제공받았습니다.</p><p><br></p><p>제공받은 원문에서 말씀해주신 고린도후서 3장을 확인했을 때 이상이 없는 것으로 확인했습니다.</p><p><br></p><p>NIV 성경의 고린도후서 3장은 번역 과정에서 절 구분을 다르게 하여 14절까지 있습니다.</p><p> 개역개정은 11절을 하나로 두지만, NIV는 이를 두 절로 나누어 번호가 달라집니다.</p><p>이처럼 성경 번역본마다 절 번호가 다른 것은 오류가 아니라 편집 방식의 차이이니 참고 부탁드립니다.</p><p><br></p><p>항상 주님 안에서 평안하세요, 감사합니다.</p>"
11243,"iPhone10 사용 중입니다. 
최근 최근 업데이트 후 성경 찬송 검색이 안 됩니다. 로그인도 안 되고 있어요.","<p>안녕하세요 바이블 애플입니다.</p><p>불편을 드려 죄송합니다. </p><p>현재 저희 테스트 환경에서는 동일한 문제가 나타나지 않아 원인 파악에 다소 시간이 걸릴 수 있습니다. </p><p>해당 현상에 대해 계속 모니터링하여 원인을 찾아 개선할 수 있도록 노력하겠습니다.</p><p>문제 해결까지 시간이 다소 걸릴 수 있는 점 너그럽게 양해 부탁드립니다.</p><p><br></p><p>녹음기능을 이용하지 않으셨다면 <strong>앱 삭제 후 재설치</strong>를 권장드립니다. </p><p>(앱을 삭제시, 녹음한 음원도 함께 삭제되며 복구가 불가능하오니 유의해주세요)</p><p>재설치 후 해결이 되셨는지 안되셨는지 재문의 남겨주시면 저희가 문제현상들을 관리하는데 큰 도움이 됩니다.  </p><p>다시 한번 불편을 드려 죄송합니다. </p><p>항상 성도님께 좋은 성경앱을 제공하기 위해 최선을 다하는 바이블 애플이 되겠습니다.</p><p> 감사합니다. 주님 안에서 평안하세요.</p>"
11242,공유와 복사 키가 없어요  ㅠ.ㅠ,"<p>안녕하세요 바이블 애플입니다. </p><p><br></p><p>공유와 복사를 사용하고 싶다는 문의를 주셨는데 </p><p>어떤 공유와 복사를 원하시는 걸까요? </p><p>좀 더 구체적인 문의 내용과 캡쳐화면을</p><p>함께 첨부하여 재문의 남겨주시면 빠르게 도와드리겠습니다. </p><p><br></p><p>성경본문 공유와 복사 방법 아래에 안내드리오니 문제가 해결되지 않으시면 재문의 남겨주세요</p><p>감사합니다. </p><p><br></p><p>성경 본문에서 구절을 <strong>복사</strong>하시려면</p><ol><li>복사하고 싶은 구절을 <strong> 터치</strong>합니다.</li><li>하단에  나타나는 메뉴에서 <strong>복사 버튼</strong>을 누르시면 클립보드에 저장됩니다.</li><li>복사된 내용은 원하는 곳에 붙여넣기 하실 수 있습니다.</li></ol><p>성경 구절을 <strong>공유</strong>하시려면</p><ol><li>공유할 구절을  터치합니다.</li><li>나타나는 메뉴에서 <strong>공유 버튼</strong>을 누릅니다.</li><li>카톡, 문자, 메신저, SNS 등 원하시는 앱을 선택해 보내실 수 있습니다.</li><li><br></li></ol><p>항상 성도님께 좋은 성경앱을 제공하기 위해 노력하는 바이블 애플이 되겠습니다.</p><p>감사합니다. </p>"
11240,개척교회에서 예배드리고 있는 청년입니다. 저희가 찬송가를 다운받아 예배드릴때 사용하고 싶은데 다운받을 수 있나요? 받을 수 있다면 어떻게 다운받나요?,<p>삭제문의</p>
11239,"성경통독을 5명과 함께 진행중입니다 구약부터 시작하여 신약로마서를 통독중인데
또다른 멤버들과 신약통독을 하려고 합니다  그런데 이미 마태복음이 통독으로 체크되어 있는데  새로 읽는것처럼  체크하면서. 겹치지만 가능한가요?
방법을 알려주세요
같은곳이지만  여러팀들과  함께하는. 방법을 알려주세요","<p>안녕하세요, GOODTV  바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p><br></p><p>홈 [성경 통독] > 내 성경 통독 우측 상단 [추가] 버튼을 클릭하신 뒤,</p><p>새 통독 계획을 만드셔서 다른 멤버들에게 공유하고 이용하시면 중복 없이 체크가 가능합니다. </p><p><br></p><p>새 통독 계획을 추가해도</p><p>기존 A그룹과 함께 하고 있는 통독, 새로  만드는 B그룹과의 통독을 함께 이용하실 수 있습니다.</p><p>통독 목록은 홈 [성경통독] 버튼을 누르시면 언제든 확인이 가능합니다. </p><p><br></p><p>다만, 통독 방법을 ""녹음""으로 선택하신 경우, 각 성경 번역본 별 1번의 녹음 기록만 저장이 되기 때문에</p><p>새 통독 계획을 세우셔도 완료로 체크가 됩니다. </p><p>이 점 유의부탁드립니다. </p><p><br></p><p>진행 중 어려운 점이 있으시면 1:1 문의로 남겨주세요.</p><p>최선을 다해 도와드리겠습니다.</p><p><br></p><p>항상 주님 안에서 평안하세요, 감사합니다. </p><p><br></p><p><br></p>"
11237,"늘 감사드려요 
성경 필사를 하다가 오류가 있어서요 이사야, 65,66장에 빠진 부분이 있어요 다른것도 아닌, 말씀이 빠져서....ㅜ 확인하시라고 글 남깁니다","<p>안녕하세요, GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다. </p><p><br></p><p>귀한 예배의 자리에서 바이블 애플을 떠올려 주신 성도님께 진심으로 감사와 기쁨의 마음을 전합니다.</p><p><br></p><p>아쉽게도 현재 바이블 애플에서는 <strong>찬송가 음원을 파일 형태로 다운로드하는 기능은 제공되지 않고</strong> 있습니다.</p><p>저희도 가능하다면 지원하고 싶은 마음이 크지만, 찬송가 음원은 <strong>저작권 계약을 통해 제공되는 콘텐츠</strong>이기 때문에</p><p>임의로 파일 다운로드나 복제 기능을 제공하기 어려운 점 양해 부탁드립니다.</p><p><br></p><p>다만, 앱 내에서는 <strong>오프라인 재생이 가능한 다운로드 기능</strong>을 이용하실 수 있습니다.</p><p>이 경우,</p><p>우측 상단의 [메뉴] > [다운로드 관리] > [찬송가] 탭으로 들어가셔서</p><p>원하시는 찬송가의 <strong>우측 다운로드 버튼</strong>을 눌러 주시면,</p><p>인터넷 연결이 없어도 앱에서 해당 찬송가를 재생하실 수 있습니다.</p><p><br></p><p>바이블 애플이 개인 묵상의 동역자일 뿐 아니라, 세상 어느 곳에서든 예배가 있는 자리마다 힘이 되기를 소망합니다.</p><p>성도님께서 보내주신 소중한 문의는 추후 기능 개선 논의 시 깊이 검토하여 도움이 될 수 있도록 노력하겠습니다.</p><p><br></p><p>성도님의 섬김 위에 하나님의 크신 은혜와 축복이 함께하시길, 또한 영육 간 강건하시길 기도합니다.</p><p>오늘도 주님 안에서 평안하세요. 감사합니다.&nbsp;</p>"
11236,몇 달 전에 성경통독을 설정하는 과정에서 알림 설정을 한 것 같은데 매일 아침 6시에 성경통독 알림이 오고 있습니다. 알림을 해지하면 메뉴가 안보이는데 알림 해지 방법을 안내해 주시기 바랍니다.,"<p>안녕하세요, GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p><br></p><p>홈 [성경통독] > 내성경통독 목록에서 알림을 해제하고 싶은 통톡을 선택해주세요.</p><p>해당 통독 계획표로 이동하면</p><p>우측 상단 [관리]  버튼 클릭 > [수정] 버튼 >  통독 푸시 알림을 꺼주세요.</p><p><br></p><p>위 방법으로 진행하시면  알림이 해지됩니다. </p><p><br></p><p>진행 중 어려움이 있으시거나 오류 발생 (알림을 껐는데도 발송) 시 에는 바로 1:1 문의 남겨주세요.</p><p>최대한 빠르게 도움을 드리겠습니다.</p><p><br></p><p>항상 주님 안에서 평안하세요, 감사합니다. </p><p><br></p><p><br></p>"
11235,찬송가 재생시 배터리권한 설정이 계속 뜨고 소리가 안나올때는 어떻게 하나요?,"<p>안녕하세요, GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p><br></p><p><strong>휴대폰 ‘설정’ 앱</strong>을 열어주세요.</p><p>메뉴에서 <strong>‘애플리케이션’</strong> 항목을 찾아 눌러주세요.</p><p>설치된 앱 목록이 보이면, 그중에서 [바이블 애플] 을 찾아 선택합니다.</p><p>클릭해 들어간 ‘바이블 애플’ 정보 화면에서 <strong>‘배터리’</strong> 메뉴를 눌러주세요.</p><p><strong> [제한 없음] </strong>을 선택합니다.</p><p><br></p><p>핸드폰 설정 > 애플리케이션 > 바이블 애플 앱 > 배터리 > 제한없음 클릭</p><p><br></p><p>위 순서대로 진행하신 뒤, 바이블 애플에 접속해 음원 재생을 진행해주세요.</p><p>만약 권한 설정 후에도 재생이 안되시는 경우, </p><p>1:1 문의로 남겨주시면 최대한 빠르게 도움드릴 수 있도록 하겠습니다. </p><p><br></p><p>항상 주님 안에서 평안하세요, 감사합니다.</p><p><br></p>"
11234,"선택한 말씀을 공유, 복사하기를 어떻게 하면 될까요?",<p>삭제문의</p>
11233,오디오 기능이 안돼요,<p>안녕하세요 바이블 애플입니다. </p><p>오디오 기능이 안된다고 하셨는데  재생버튼을 누루셔도 </p><p>재생이 안된다는 말씀이실까요?</p><p><br></p><p>좀 더 이용하시는 방법과 상황을 구체적으로 남겨주시면</p><p>저희가 문제를 확인하는데 큰 도움이 됩니다. </p><p><br></p><p>재문의 부탁드립니다. </p><p>감사합니다. </p>
11232,갤럭시 핸드폰으로 잘이용하고 있습니다. 아이패드에 어플을 깔고 카카오톡 연동하기를 누르면 로그인한다는 화면이 떳다가 다시 연동하기 화면이 뜹니다.어떻게 로그인을 해야하나요?,<p>안녕하세요 바이블애플입니다.</p><p><br></p><p>불편을 드려 죄송합니다.</p><p>바이블애플 앱은 휴대폰 전용으로 개발되어 태블릿에 최적화가 되어 있지 않습니다.</p><p>태블릿 경우 기종에 따라 앱을 원활하게 이용하시기도하고 이용에 어려움을 겪으시기도 합니다.</p><p>차후 태블릿에 UI/UX 최적화 개발 예정에 있습니다. 너른 마음으로 양해부탁드립니다.</p><p><br></p><p>도움을 드리지 못해 죄송합니다.</p><p>문의 남겨주셔서 감사합니다.</p>
11230,우리말성경 배경음악이 안나올 땐 어떻게 해야 하나요?? 계속 그러네요...,"<p>안녕하세요, GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p><br></p><p>바이블 애플 성경 음원 설정에는 [배경음악 끄기]가 있습니다. </p><p>해당 기능을 사용하면 배경음악 없이 목소리만 재생이 됩니다. </p><p><br></p><p>좌측 하단 음원 설정 버튼을 클릭하시고 </p><p>[배경음악 끄기]가 OFF 상태로 설정 되어있지 않은지 확인 부탁드립니다. </p><p><br></p><p>설정을 변경한 후에도 개역개정 성경을 들으실 때는 정상적으로 재생이 되는데, 우리말 성경을 들으실 때 배경음악이 재생되지 않는 등</p><p>비정상적인 작동이 있을 경우 </p><p>1:1 문의로 남겨주시면 최대한 빠르게 오류 확인 후 도와드리도록 하겠습니다. </p><p><br></p><p>오늘도 주님 안에서 평안하세요, 감사합니다. </p>"
11229,저번에 찬송가 연속재생이 안된다고 문의 드렸는데 재문의 드립니다. 현재 앱도 최신버전이고 아이폰도 최신 버전 18.6입니다. 기종은 아이폰 16프로맥스 입니다. 연속 재생도 안되고 찬송도 재생 도중 멈춤이 잦고 오류가 좀 많습니다. 감사합니다.,<p>안녕하세요 바이블 애플입니다.</p><p>찬송가 연속 재생이 되지 않고 재생 중 멈추는 현상으로 여러 번 불편을 드려 진심으로 죄송합니다.</p><p>앱과 아이폰 모두 최신 버전임에도 불구하고 문제가 계속되어 많이 답답하실 것 같습니다.</p><p><br></p><p>현재 저희 테스트 환경에서는 동일한 문제가 나타나지 않아 원인 파악에 다소 시간이 걸릴 수 있습니다.</p><p>하지만 해당 현상에 대해 계속 모니터링하며 원인을 찾아 개선할 수 있도록 노력하겠습니다.</p><p>문제 해결까지 시간이 다소 걸릴 수 있는 점 너그럽게 양해 부탁드립니다.</p><p>불편을 드려 죄송합니다. 항상 성도님께 좋은 성경앱을 제공하기 위해 최선을 다하는 바이블 애플이 되겠습니다.</p><p>감사합니다. 주님 안에서 평안하세요.</p>
11228,"같은 아이디로, 휴대폰과 삼성패드 같이 이용하고 있어요
1. 차로이동시에 말씀들을때 화면을 켜두는데 장이 안넘어갈때 있구요
2.집에서는 와이파이 이용 찬송을  삼성패드로 연속 재생시키는데...
곡 마치고 다음곡 재생이 안되서 일일이 손으로 터치 해야해서 불편을 겪고있어요

재생버튼도 이상하게 패드에서는 몇번씩 터치해야 재생되는데, 이 문제는 패드상의 문제겠죠??

그리고 개인적으로 느끼기에는... 찬송 200번대에서 자주 멈춤현상이 있는듯해요
",<p>안녕하세요 바이블 애플입니다.</p><p>바이블 애플앱을 애용해주고 계신데 이용하시는 불편을 겪으신다니</p><p>죄송스런 마음입니다.</p><p><br></p><p>성도님 혹시 패드로 찬송가 이용하시는 장면을 영상으로 찍어서</p><p>dev@goodtv.co.kr로 보내주실수 있을까요?</p><p>문제를 확인하는데 정말 큰 도움이 됩니다.</p><p><br></p><p>도움을 드리지 못해 죄송합니다. 해당문제 확인 할 수 있도록</p><p>앱의 기능들을 면밀히 살피도록 하겠습니다.</p><p>문의 남겨주셔서 감사합니다.</p><p><br></p>
11227,이전에 문의드렸었는데 업데이트 이후에도 증상 발생되어 문의드립니다. 사용기종 아이폰x 이며 소프트웨어 16.7.11 입니다. 성경통독중 시작 클릭시 한번에 시작되지 않는 오류 발생합니다.,<p>안녕하세요 바이블 애플입니다. </p><p><br></p><p>문의 남겨주셔서 감사합니다. 해당문제가 있는지   내부테스트를 실행하였는데</p><p>현재는 재현이 되지않아서 남겨주신 모델을 가지고 지속적으로 테스트를 할 예정입니다. </p><p>한정된 인원으로 개발이 되다 보니 다소 문제 개선의 시간이 걸릴 수 있습니다. </p><p>너른 마음으로 양해 부탁드리며  혹 녹음기능을 사용하지 않으신다면 </p><p>앱을 삭제하시고 재설치하셔도 동일 문제가 발생한다면 번거로우시겠지만 재문의 부탁드립니다. </p><p>(앱을 삭제하시면 그동안 녹음하신 성경녹음음원도 함께 삭제되오며 복구가 불가능하오니 꼭 유의하시길 바랍니다.)</p><p><br></p><p>성도님들의 괌심으로 계속해서 발전하는 바이블 애플이 되겠습니다. </p><p>애용해주셔서 감사합니다.  </p>
11226,공유를 위해 파일을 준비하는 시간이 너무 길어요 무슨 문제일까요?,"<p>안녕하세요, GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p><br></p><p>이용 중 불편을 드려 진심으로 죄송합니다.</p><p>먼저, 안내드린 현상은 기본적으로 <strong>구절이 많은 장이거나 길이가 긴 경우</strong> 발생할 수 있습니다.</p><p><br></p><p>또한, 평소보다 공유 속도가 느리게 느껴지시거나 “변환이 불가능하다”는 메시지가 나타나는 경우,</p><p>현재 일부 기종에서 동일한 문제가 확인되고 있습니다.</p><p>저희 개발팀에서도 원인을 파악하고, 빠른 시일 내에 수정될 수 있도록 최선을 다하고 있습니다.</p><p><br></p><p>혹시 평소 우측 상단의 <strong>[녹음 현황. 공유] 버튼</strong>을 눌러 전체 녹음 현황 목록에서 공유를 진행하고 계신가요?</p><p>해당 오류는 이 경로에서 주로 발생하는 것으로 확인되었습니다.</p><p><br></p><p>번거로우시겠지만, 녹음을 공유하실 때는 <strong>본문에서 구절을 선택한 뒤</strong></p><p><strong>하단의 [공유] 버튼</strong>을 이용해보시겠어요?</p><p><br></p><p>만약 위 방법으로 시도하셨는데도 파일 준비 시간이 지나치게 길어지거나</p><p>“변환이 불가능하다”는 오류 메시지가 발생한다면, 1:1 문의로 남겨주시면 상세히 확인해 도와드리겠습니다.</p><p><br></p><p>항상 주님 안에서 평안하세요, 감사합니다.</p><p><br></p><p><br></p>"
11225,한글 새번역은 올릴 계획이 없으신지요?,"<p>안녕하세요, GOODTV 바이블 애플입니다.</p><p> 바이블 애플을 사랑해 주시고 함께해 주셔서 진심으로 감사드립니다.</p><p><br></p><p>새번역 성경 탑재에 대한 많은 성도님들의 귀한 의견을</p><p> 저희 내부에서도 잘 인지하고 있습니다.</p><p> 특히, 현재 제공 중인 <strong>표준새번역의 개정판이 바로 새번역</strong>이기에</p><p> 성도님들께서 더 이해하기 좋은 말씀으로</p><p> 풍성한 은혜의 시간을 누리시길 바라는 마음이 큽니다.</p><p><br></p><p>다만, 바이블 애플에서 제공하는 모든 번역본은</p><p> <strong>저작권 계약 절차를 거친 후</strong> 탑재되고 있습니다.</p><p> 따라서 새번역 탑재를 결정하더라도</p><p> 계약 협의 과정에서 시간이 다소 소요될 수 있는 점 양해 부탁드립니다.</p><p><br></p><p>성도님들께서 보내주시는 꾸준한 관심과 의견이</p><p> 저희에게는 큰 힘이 되고 있습니다.</p><p><br></p><p>무더운 여름, 영육 간에 늘 강건하시기를 기도하겠습니다.</p><p>항상 주님 안에서 평안하세요, 감사합니다. </p><p> </p>"
11224,"버전을 업데이트 후 화면을 닫고도 재생이  되긴하는데.... 찬송 재생시 어떤때는  한곡  재생후 멈추는 현상이있어요
어떻게 해야하죠?","<p>안녕하세요, GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p><br></p><p>성도님, 오류 해결을 위해 사용하신 상황을 조금 더 자세히 여쭤봐도 될까요?</p><ul><li>찬송을 재생하신 후 <strong>홈 버튼을 눌러 앱을 닫고 사용 중</strong> 끊기셨나요?</li><li>아니면 <strong>휴대폰 화면을 꺼두신 상태에서</strong> 재생이 멈추셨나요?</li><li>와이파이와 데이터 중 어떤 것을 이용중이셨을까요?</li></ul><p><br></p><p>기기마다 오류가 다르게 나타나다보니,  수정 작업을 위해 내부에서 확인해보면 재현되지 않는 경우가 많아 어려움을 겪고 있습니다.</p><p>성도님의 사용 상황을 구체적으로 알려주시면 문제 해결에 아주 큰 힘이 됩니다. 번거로우시겠지만 재문의를 부탁드립니다.</p><p><br></p><p>항상 주님 안에서 평안하세요, 감사합니다.</p>"
11223,"성경 재생이 안돼요
다음장으로 넘어갈때 멈추고 재생버튼눌러도 안됍니다","<p>안녕하세요, GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p><br></p><p>성도님, 오류 해결을 위해 사용하신 상황을 조금 더 자세히 여쭤봐도 될까요?</p><ul><li>찬송을 재생하신 후 <strong>홈 버튼을 눌러 앱을 닫고 사용 중</strong> 끊기셨나요?</li><li>아니면 <strong>휴대폰 화면을 꺼두신 상태에서</strong> 재생이 멈추셨나요?</li><li>와이파이와 데이터 중 어떤 것을 이용중이셨을까요?</li></ul><p><br></p><p>기기마다 오류가 다르게 나타나다보니, 수정 작업을 위해 내부에서 확인해보면 재현되지 않는 경우가 많아 어려움을 겪고 있습니다.</p><p>성도님의 사용 상황을 구체적으로 알려주시면 문제 해결에 아주 큰 힘이 됩니다. 번거로우시겠지만 재문의를 부탁드립니다.</p><p><br></p><p>항상 주님 안에서 평안하세요, 감사합니다.</p>"
11222,"안녕하세요 ?? 
통독시작할때 우리말버전으로 선택하다 개정개역으로 통독하고 싶은데 첫선택을 우리말로 해서 할때마다 개정개역으로 선택해서 하려니 번거움이 있습니다 혹시 개정개역으로만 선택할순 없을까요? 
","<p>안녕하세요, GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p><br></p><p>안타깝게도 현재로서는 통독을 시작할 때 설정한 번역본을 변경하는 기능은 제공되지 않고 있습니다.</p><p> 이 부분은 많은 성도님들께서 원하시는 기능임을 구성원들도 인지하고 있어, </p><p> 내부적으로도 개선을 논의 중에 있습니다.</p><p><br></p><p>바로 도움을 드리지 못해 죄송한 마음이며,</p><p>빠르게 경험을 개선하여 바이블 애플과 함께 말씀을 묵상하실 때 더 풍성한 시간이 되실 수 있도록</p><p>최선을 다하겠습니다. </p><p><br></p><p>더운 여름, 성도님의 몸과 마음 모두 강건하시기를 기도하겠습니다.</p><p>항상 주님 안에서 평안하세요, 감사합니다. </p><p><br></p>"
11221,"안녕하세요! 오늘의 말씀 히3:1절 말씀문구에 에수->예수로 변경해주실 수 있나해서 문의 드립니다!

 말씀을 클릭하면 정상적으로 뜨는데 오늘의 말씀으로 보면 에수로 나와서요!! 항상 감사합니다!!","<p>안녕하세요, GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해 주셔서 감사드립니다.</p><p><br></p><p>말씀해주신 오늘의 말씀 내 오탈자를 확인하였습니다.</p><p><br></p><p>오늘의 말씀은 기기마다 다르게 노출되는 구조여서</p><p>내부에서도 모든 화면을 즉시 확인하기 어려운 점이 있습니다.</p><p>이로 인해 불편을 끼쳐드리게 된 점 깊이 사과드립니다.</p><p><br></p><p>성도님께서 보내주신 귀한 제보는 빠르게 반영하여 수정될 수 있도록 조치하겠습니다.</p><p>항상 주님 안에서 평안하세요, 감사합니다.. </p>"
11219,"요한계시록 14장 20절
마지막 음절 오류","<p>안녕하세요, GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p><br></p><p>말씀해주신 요한계시록 14장 20절의 음원을 확인해보았으나,</p><p>구절 끊김, 오탈자 등의 오류가 발견되지 않았습니다.</p><p><br></p><p>혹시 해당 구절에서 발생한 오류가 구체적으로 어떤 것인지, 이용하고 계신 번역본과 함께 말씀해주시면</p><p>내부에서 문제 해결에 큰 도움이 됩니다. </p><p>번거로우시겠지만, 1:1 문의로 남겨주시면 최대한 빠르게 확인하고 조치 할 수 있도록 하겠습니다.</p><p><br></p><p>항상 주님 안에서 평안하세요, 감사합니다. </p>"
11218,성경녹음 전체완료를 하였는데 다시 하기위해 전체삭제를하고싶은데 어떻게해야할지모르겠어요,"<p>안녕하세요, GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p><br></p><p>성도님, <strong>성경 낭독 녹음 파일은 앱 내에만 저장</strong>되기 때문에</p><p>앱을 삭제하실 경우, <strong>녹음된 파일이 삭제됩니다.</strong></p><p><br></p><p>현재로서는 녹음 파일을 한 번에 전체 선택해 삭제하는 기능이 제공되지 않아,</p><p>번거로우시겠지만 <strong>앱 삭제 후 재설치</strong>를 통해</p><p>녹음 기록을 정리해 주시길 부탁드립니다.</p><p><br></p><p>다만, <strong>통독 기록, 노트, 북마크</strong> 등의 정보는</p><p>저희 서버에  저장되어 있으므로</p><p>같은 계정으로 다시 로그인하시면 그대로 확인하실 수 있습니다.</p><p><br></p><p>꼭  재설치 전 현재 로그인된 계정이 어떤 계정(카카오, 네이버 등)인지</p><p>미리 확인해 주시고, 재로그인 시에도 동일한 계정으로 접속 부탁드립니다.</p><p><br></p><p>항상 주님 안에서 평안하세요, 감사합니다. </p>"
11217,"요한계시록 14장 9절 말씀
‘표를 받으면 ’ 인데 잘렸네요.",<p>안녕하세요. 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사합니다.</p><p><br></p><p>성도님 현재도 혹시 절이 잘려 보이시나요? </p><p>여전히 절이 잘려보이신다면 화면을 캡쳐해서 다시 문의를 부탁드리겠습니다.</p><p><br></p><p>감사합니다.</p><p>주님 안에서 평안하세요.</p>
11216,읽기 듣기가 않 되요,"<p>안녕하세요, GOODTV 바이블 애플입니다.</p><p>바이블 애플을 사랑해 주셔서 늘 감사드립니다.</p><p><br></p><p>성도님, 불편을 드려 죄송합니다.</p><p><br></p><p>혹시 조금만 더 자세한 상황을 여쭤봐도 괜찮을까요?</p><p>성경 본문 아래에 있는 ‘성경 듣기’ 버튼을 눌렀을 때 소리가 나오지 않으셨는지,</p><p>혹은 버튼이 아예 눌리지 않았는지 확인해 주시면 문제 해결에 큰 도움이 될 것 같습니다.</p><p><br></p><p>또한 현재 녹음 기능을 이용하신 경우 읽기/듣기 화면이 아니어서 듣기 재생이 불가능 할 수 있습니다. </p><p>화면이 초록색으로 꾸며져 있으면 녹음 화면, 파란색으로 꾸며져 있으면 읽기/듣기 화면입니다.</p><p>초록색 화면인 경우 우측 상단 X 버튼 클릭하셔서 파란색 화면으로 돌아오시면</p><p>듣기 모드로 이용이 가능합니다. </p><p><br></p><p>현재 일부 성도님 휴대폰에서 듣기 버튼이 눌리지 않는 경우가 있어</p><p>저희도 내부에서 원인을 파악하고 개선 중에 있습니다.</p><p><br></p><p>1:1 문의로 상황을 남겨주시면 빠르게 불편을 해소해드릴 수 있도록 최선을 다하겠습니다.</p><p>항상 주님 안에서 평안하세요, 감사합니다. </p>"
11215,시편23편 오류가 아직 해결되지 않았나요,"<p>안녕하세요, GOODTV 바이블 애플입니다.</p><p> 바이블 애플을 이용해 주셔서 진심으로 감사드립니다.</p><p><br></p><p>먼저, 오류로 인해 불편을 끼쳐드린 점 깊이 사과드립니다.</p><p>현재 해당 문제는 내부에서 최선을 다해 해결 중에 있으나,</p><p>일부 휴대폰에서만 발생하는 오류이다 보니 확인에도 어려움을 겪어 조금 더 시간이 필요한 상황입니다.</p><p>성도님의 너그러운 양해를 부탁드립니다.</p><p><br></p><p>한 가지 안내 말씀드리자면,</p><p>혹시 공유하실 때 <strong>상단의 [녹음 현황. 공유] 버튼</strong>을 사용하고 계실까요?</p><p>현재 발생하는 오류가 대부분 녹음 현황 화면에서 공유하는 경우 나타나는 것으로 보입니다.</p><p><br></p><p><strong>본문 내 구절을 직접 선택하신 후 하단 메뉴의 [공유] 버튼을 이용해 주시면</strong></p><p>보다 안정적으로 공유가 가능한 것으로 확인되었습니다.</p><p>번거로우시겠지만, 우선 위 방법으로 시도해 보시기를 부탁드립니다.</p><p><br></p><p>혹시 그럼에도 동일한 문제가 발생하신다면 불편하신 내용을 1:1 문의로 남겨 주시면</p><p>더 자세히 확인하여 도와드리겠습니다.</p><p><br></p><p>항상 주님 안에서 평안하세요, 감사합니다.</p>"
